[2026-03-03T20:36:24.805024+00:00] [XRP] WARNING: Kraken Spot = $1.3609 | Coinbase Spot = $1.3583 | Diff = 0.1903%
[2026-03-04T22:13:24.676273+00:00] [SOL] WARNING: Kraken Spot = $92.5400 | Coinbase Spot = $92.6950 | Diff = 0.1675%
[2026-03-04T22:13:26.658722+00:00] [XRP] WARNING: Kraken Spot = $1.4481 | Coinbase Spot = $1.4503 | Diff = 0.1512%
[2026-03-04T22:13:34.267958+00:00] [ETH] WARNING: Kraken Spot = $2159.2200 | Coinbase Spot = $2163.4350 | Diff = 0.1952%
[2026-03-04T22:43:01.358944+00:00] [ETH] WARNING: Kraken Spot = $2137.8300 | Coinbase Spot = $2141.5150 | Diff = 0.1724%
[2026-03-04T22:43:03.654618+00:00] [ETH] WARNING: Kraken Spot = $2137.8300 | Coinbase Spot = $2141.9950 | Diff = 0.1948%
[2026-03-04T22:43:05.543017+00:00] [ETH] WARNING: Kraken Spot = $2137.0000 | Coinbase Spot = $2141.9950 | Diff = 0.2337%
[2026-03-04T22:43:05.548559+00:00] [SOL] WARNING: Kraken Spot = $91.5500 | Coinbase Spot = $91.7050 | Diff = 0.1693%
[2026-03-04T22:43:07.413002+00:00] [ETH] WARNING: Kraken Spot = $2137.0000 | Coinbase Spot = $2141.5150 | Diff = 0.2113%
[2026-03-04T22:43:09.137887+00:00] [SOL] WARNING: Kraken Spot = $91.5500 | Coinbase Spot = $91.7050 | Diff = 0.1693%
[2026-03-04T22:43:09.253339+00:00] [ETH] WARNING: Kraken Spot = $2137.7200 | Coinbase Spot = $2141.9950 | Diff = 0.2000%
[2026-03-04T22:43:11.521230+00:00] [ETH] WARNING: Kraken Spot = $2137.0000 | Coinbase Spot = $2141.5150 | Diff = 0.2113%
[2026-03-04T22:43:11.586222+00:00] [SOL] WARNING: Kraken Spot = $91.5100 | Coinbase Spot = $91.7050 | Diff = 0.2131%
[2026-03-04T22:43:15.610128+00:00] [SOL] WARNING: Kraken Spot = $91.5100 | Coinbase Spot = $91.7050 | Diff = 0.2131%
[2026-03-04T22:43:17.519196+00:00] [SOL] WARNING: Kraken Spot = $91.5100 | Coinbase Spot = $91.7050 | Diff = 0.2131%
[2026-03-04T22:43:17.553663+00:00] [ETH] WARNING: Kraken Spot = $2137.2900 | Coinbase Spot = $2141.9950 | Diff = 0.2201%
[2026-03-04T22:44:15.157775+00:00] [SOL] WARNING: Kraken Spot = $91.6600 | Coinbase Spot = $91.5100 | Diff = 0.1636%
[2026-03-04T22:44:20.606741+00:00] [SOL] WARNING: Kraken Spot = $91.6600 | Coinbase Spot = $91.5100 | Diff = 0.1636%
[2026-03-04T22:44:21.446557+00:00] [SOL] WARNING: Kraken Spot = $91.6600 | Coinbase Spot = $91.5100 | Diff = 0.1636%
[2026-03-04T22:44:22.018542+00:00] [SOL] WARNING: Kraken Spot = $91.6600 | Coinbase Spot = $91.5100 | Diff = 0.1636%
[2026-03-04T22:44:23.911551+00:00] [SOL] WARNING: Kraken Spot = $91.6600 | Coinbase Spot = $91.5100 | Diff = 0.1636%
[2026-03-04T22:44:24.637826+00:00] [SOL] WARNING: Kraken Spot = $91.6600 | Coinbase Spot = $91.5100 | Diff = 0.1636%
[2026-03-04T22:44:35.544390+00:00] [SOL] WARNING: Kraken Spot = $91.6600 | Coinbase Spot = $91.5100 | Diff = 0.1636%
[2026-03-04T22:58:36.140995+00:00] [XRP] WARNING: Kraken Spot = $1.4317 | Coinbase Spot = $1.4290 | Diff = 0.1844%
[2026-03-04T22:59:07.766454+00:00] [SOL] WARNING: Kraken Spot = $91.4700 | Coinbase Spot = $91.3250 | Diff = 0.1585%
[2026-03-04T22:59:08.523262+00:00] [SOL] WARNING: Kraken Spot = $91.4700 | Coinbase Spot = $91.3250 | Diff = 0.1585%
[2026-03-05T00:13:47.968825+00:00] [BTC] WARNING: Kraken Spot = $72725.7000 | Coinbase Spot = $72600.3950 | Diff = 0.1723%
[2026-03-05T00:13:48.116293+00:00] [SOL] WARNING: Kraken Spot = $91.0600 | Coinbase Spot = $90.9150 | Diff = 0.1592%
[2026-03-05T00:13:50.047706+00:00] [BTC] WARNING: Kraken Spot = $72716.4000 | Coinbase Spot = $72600.3950 | Diff = 0.1595%
[2026-03-05T00:13:50.058340+00:00] [SOL] WARNING: Kraken Spot = $91.0600 | Coinbase Spot = $90.9150 | Diff = 0.1592%
[2026-03-05T00:13:51.966284+00:00] [SOL] WARNING: Kraken Spot = $91.0600 | Coinbase Spot = $90.9150 | Diff = 0.1592%
[2026-03-05T00:13:52.080064+00:00] [ETH] WARNING: Kraken Spot = $2126.9600 | Coinbase Spot = $2123.5750 | Diff = 0.1591%
[2026-03-05T00:13:52.143954+00:00] [BTC] WARNING: Kraken Spot = $72716.4000 | Coinbase Spot = $72600.3950 | Diff = 0.1595%
[2026-03-05T00:13:54.017410+00:00] [ETH] WARNING: Kraken Spot = $2126.9600 | Coinbase Spot = $2123.5750 | Diff = 0.1591%
[2026-03-05T00:13:54.074322+00:00] [BTC] WARNING: Kraken Spot = $72722.1000 | Coinbase Spot = $72600.3950 | Diff = 0.1674%
[2026-03-05T00:13:54.494463+00:00] [XRP] WARNING: Kraken Spot = $1.4303 | Coinbase Spot = $1.4281 | Diff = 0.1566%
[2026-03-05T00:13:56.555786+00:00] [BTC] WARNING: Kraken Spot = $72722.0000 | Coinbase Spot = $72600.3950 | Diff = 0.1672%
[2026-03-05T00:13:57.649632+00:00] [ETH] WARNING: Kraken Spot = $2126.9600 | Coinbase Spot = $2123.5750 | Diff = 0.1591%
[2026-03-05T00:13:59.538023+00:00] [BTC] WARNING: Kraken Spot = $72717.0000 | Coinbase Spot = $72600.3950 | Diff = 0.1604%
[2026-03-05T00:13:59.796037+00:00] [XRP] WARNING: Kraken Spot = $1.4303 | Coinbase Spot = $1.4281 | Diff = 0.1566%
[2026-03-05T00:14:00.540339+00:00] [BTC] WARNING: Kraken Spot = $72717.0000 | Coinbase Spot = $72600.3950 | Diff = 0.1604%
[2026-03-05T00:14:00.830974+00:00] [XRP] WARNING: Kraken Spot = $1.4303 | Coinbase Spot = $1.4281 | Diff = 0.1566%
[2026-03-05T00:14:07.846463+00:00] [ETH] WARNING: Kraken Spot = $2126.9600 | Coinbase Spot = $2123.5750 | Diff = 0.1591%
[2026-03-05T00:28:12.407070+00:00] [ETH] WARNING: Kraken Spot = $2128.5800 | Coinbase Spot = $2124.4350 | Diff = 0.1947%
[2026-03-05T00:28:14.796391+00:00] [ETH] WARNING: Kraken Spot = $2128.5800 | Coinbase Spot = $2124.9950 | Diff = 0.1684%
[2026-03-05T00:28:15.274874+00:00] [XRP] WARNING: Kraken Spot = $1.4288 | Coinbase Spot = $1.4265 | Diff = 0.1603%
[2026-03-05T00:28:17.344845+00:00] [XRP] WARNING: Kraken Spot = $1.4288 | Coinbase Spot = $1.4265 | Diff = 0.1603%
[2026-03-05T00:28:19.236125+00:00] [ETH] WARNING: Kraken Spot = $2128.6500 | Coinbase Spot = $2124.9950 | Diff = 0.1717%
[2026-03-05T01:14:15.151523+00:00] [XRP] WARNING: Kraken Spot = $1.4329 | Coinbase Spot = $1.4352 | Diff = 0.1647%
[2026-03-05T05:58:18.729029+00:00] [BTC] WARNING: Kraken Spot = $72271.6000 | Coinbase Spot = $72384.7950 | Diff = 0.1566%
[2026-03-05T05:59:17.490818+00:00] [BTC] WARNING: Kraken Spot = $72400.6000 | Coinbase Spot = $72285.0550 | Diff = 0.1596%
[2026-03-05T05:59:19.312476+00:00] [BTC] WARNING: Kraken Spot = $72400.6000 | Coinbase Spot = $72285.0550 | Diff = 0.1596%
[2026-03-05T05:59:20.318061+00:00] [BTC] WARNING: Kraken Spot = $72400.6000 | Coinbase Spot = $72285.0550 | Diff = 0.1596%
[2026-03-05T05:59:20.663618+00:00] [BTC] WARNING: Kraken Spot = $72400.6000 | Coinbase Spot = $72285.0550 | Diff = 0.1596%
[2026-03-05T05:59:22.608269+00:00] [BTC] WARNING: Kraken Spot = $72412.0000 | Coinbase Spot = $72285.0550 | Diff = 0.1753%
[2026-03-05T05:59:23.445590+00:00] [BTC] WARNING: Kraken Spot = $72417.5000 | Coinbase Spot = $72285.0550 | Diff = 0.1829%
[2026-03-05T05:59:23.970073+00:00] [BTC] WARNING: Kraken Spot = $72417.5000 | Coinbase Spot = $72285.0550 | Diff = 0.1829%
[2026-03-05T05:59:25.908652+00:00] [BTC] WARNING: Kraken Spot = $72417.5000 | Coinbase Spot = $72285.0550 | Diff = 0.1829%
[2026-03-05T05:59:26.683408+00:00] [BTC] WARNING: Kraken Spot = $72417.5000 | Coinbase Spot = $72285.0550 | Diff = 0.1829%
[2026-03-05T05:59:27.147461+00:00] [BTC] WARNING: Kraken Spot = $72417.5000 | Coinbase Spot = $72285.0550 | Diff = 0.1829%
[2026-03-05T05:59:29.029017+00:00] [ETH] WARNING: Kraken Spot = $2120.0100 | Coinbase Spot = $2115.8500 | Diff = 0.1962%
[2026-03-05T05:59:29.617261+00:00] [ETH] WARNING: Kraken Spot = $2120.0100 | Coinbase Spot = $2115.8500 | Diff = 0.1962%
[2026-03-05T06:14:20.253313+00:00] [SOL] WARNING: Kraken Spot = $90.0400 | Coinbase Spot = $89.8750 | Diff = 0.1833%
[2026-03-05T10:13:01.607746+00:00] [XRP] WARNING: Kraken Spot = $1.4271 | Coinbase Spot = $1.4292 | Diff = 0.1535%
[2026-03-05T10:43:42.680833+00:00] [ETH] WARNING: Kraken Spot = $2155.3900 | Coinbase Spot = $2151.2450 | Diff = 0.1923%
[2026-03-05T10:43:46.414826+00:00] [ETH] WARNING: Kraken Spot = $2155.3900 | Coinbase Spot = $2151.2450 | Diff = 0.1923%
[2026-03-05T10:43:50.332588+00:00] [ETH] WARNING: Kraken Spot = $2155.3900 | Coinbase Spot = $2151.2450 | Diff = 0.1923%
[2026-03-05T13:58:00.895764+00:00] [SOL] WARNING: Kraken Spot = $90.7400 | Coinbase Spot = $90.9500 | Diff = 0.2314%
[2026-03-05T13:58:01.238641+00:00] [BTC] WARNING: Kraken Spot = $72474.3000 | Coinbase Spot = $72624.5450 | Diff = 0.2073%
[2026-03-05T13:58:03.084156+00:00] [ETH] WARNING: Kraken Spot = $2116.1600 | Coinbase Spot = $2122.6550 | Diff = 0.3069%
[2026-03-05T13:58:03.568122+00:00] [SOL] WARNING: Kraken Spot = $90.7600 | Coinbase Spot = $90.9500 | Diff = 0.2093%
[2026-03-05T13:58:07.409457+00:00] [XRP] WARNING: Kraken Spot = $1.4264 | Coinbase Spot = $1.4301 | Diff = 0.2566%
[2026-03-05T13:59:16.385726+00:00] [SOL] WARNING: Kraken Spot = $90.8500 | Coinbase Spot = $90.6950 | Diff = 0.1706%
[2026-03-05T13:59:17.260178+00:00] [SOL] WARNING: Kraken Spot = $90.8500 | Coinbase Spot = $90.7050 | Diff = 0.1596%
[2026-03-05T13:59:17.834598+00:00] [SOL] WARNING: Kraken Spot = $90.8500 | Coinbase Spot = $90.7050 | Diff = 0.1596%
[2026-03-05T13:59:20.028952+00:00] [XRP] WARNING: Kraken Spot = $1.4278 | Coinbase Spot = $1.4256 | Diff = 0.1506%
[2026-03-05T13:59:20.434699+00:00] [SOL] WARNING: Kraken Spot = $90.8500 | Coinbase Spot = $90.7050 | Diff = 0.1596%
[2026-03-05T13:59:20.641440+00:00] [XRP] WARNING: Kraken Spot = $1.4278 | Coinbase Spot = $1.4256 | Diff = 0.1506%
[2026-03-05T13:59:21.165464+00:00] [SOL] WARNING: Kraken Spot = $90.8500 | Coinbase Spot = $90.6950 | Diff = 0.1706%
[2026-03-05T13:59:21.797401+00:00] [SOL] WARNING: Kraken Spot = $90.8500 | Coinbase Spot = $90.6950 | Diff = 0.1706%
[2026-03-05T13:59:24.460674+00:00] [SOL] WARNING: Kraken Spot = $90.8500 | Coinbase Spot = $90.6950 | Diff = 0.1706%
[2026-03-05T14:43:01.585343+00:00] [SOL] WARNING: Kraken Spot = $90.2000 | Coinbase Spot = $90.0000 | Diff = 0.2217%
[2026-03-05T14:43:06.107716+00:00] [SOL] WARNING: Kraken Spot = $90.2200 | Coinbase Spot = $90.0000 | Diff = 0.2438%
[2026-03-05T14:43:07.917518+00:00] [SOL] WARNING: Kraken Spot = $90.2200 | Coinbase Spot = $90.0000 | Diff = 0.2438%
[2026-03-05T14:43:49.252069+00:00] [ETH] WARNING: Kraken Spot = $2098.8900 | Coinbase Spot = $2102.8250 | Diff = 0.1875%
[2026-03-05T14:43:51.602426+00:00] [ETH] WARNING: Kraken Spot = $2098.5300 | Coinbase Spot = $2102.8250 | Diff = 0.2047%
[2026-03-05T14:43:53.418109+00:00] [ETH] WARNING: Kraken Spot = $2098.5300 | Coinbase Spot = $2102.8250 | Diff = 0.2047%
[2026-03-05T14:43:55.966308+00:00] [XRP] WARNING: Kraken Spot = $1.4209 | Coinbase Spot = $1.4231 | Diff = 0.1598%
[2026-03-05T14:44:04.872756+00:00] [XRP] WARNING: Kraken Spot = $1.4235 | Coinbase Spot = $1.4201 | Diff = 0.2445%
[2026-03-05T14:44:05.741961+00:00] [SOL] WARNING: Kraken Spot = $90.1500 | Coinbase Spot = $89.8900 | Diff = 0.2884%
[2026-03-05T14:44:06.034074+00:00] [XRP] WARNING: Kraken Spot = $1.4244 | Coinbase Spot = $1.4201 | Diff = 0.3026%
[2026-03-05T14:44:06.467917+00:00] [BTC] WARNING: Kraken Spot = $72141.1000 | Coinbase Spot = $72009.3150 | Diff = 0.1827%
[2026-03-05T14:44:06.513657+00:00] [XRP] WARNING: Kraken Spot = $1.4244 | Coinbase Spot = $1.4201 | Diff = 0.3026%
[2026-03-05T14:44:06.521086+00:00] [SOL] WARNING: Kraken Spot = $90.1500 | Coinbase Spot = $89.8900 | Diff = 0.2884%
[2026-03-05T14:44:06.524231+00:00] [ETH] WARNING: Kraken Spot = $2103.5600 | Coinbase Spot = $2098.4400 | Diff = 0.2434%
[2026-03-05T14:44:08.547217+00:00] [XRP] WARNING: Kraken Spot = $1.4243 | Coinbase Spot = $1.4201 | Diff = 0.2984%
[2026-03-05T14:44:08.553299+00:00] [ETH] WARNING: Kraken Spot = $2103.5600 | Coinbase Spot = $2098.4400 | Diff = 0.2434%
[2026-03-05T14:44:08.571595+00:00] [SOL] WARNING: Kraken Spot = $90.1500 | Coinbase Spot = $89.8900 | Diff = 0.2884%
[2026-03-05T14:44:09.450932+00:00] [BTC] WARNING: Kraken Spot = $72161.0000 | Coinbase Spot = $72009.3150 | Diff = 0.2102%
[2026-03-05T14:44:09.543014+00:00] [XRP] WARNING: Kraken Spot = $1.4243 | Coinbase Spot = $1.4201 | Diff = 0.2984%
[2026-03-05T14:44:09.776564+00:00] [ETH] WARNING: Kraken Spot = $2105.2200 | Coinbase Spot = $2098.4400 | Diff = 0.3221%
[2026-03-05T14:44:10.203056+00:00] [BTC] WARNING: Kraken Spot = $72153.7000 | Coinbase Spot = $72009.3150 | Diff = 0.2001%
[2026-03-05T14:44:10.593224+00:00] [ETH] WARNING: Kraken Spot = $2105.2200 | Coinbase Spot = $2098.4400 | Diff = 0.3221%
[2026-03-05T14:44:12.698025+00:00] [XRP] WARNING: Kraken Spot = $1.4239 | Coinbase Spot = $1.4201 | Diff = 0.2711%
[2026-03-05T14:44:12.713995+00:00] [ETH] WARNING: Kraken Spot = $2105.2200 | Coinbase Spot = $2098.4400 | Diff = 0.3221%
[2026-03-05T14:44:13.627310+00:00] [ETH] WARNING: Kraken Spot = $2105.2200 | Coinbase Spot = $2098.4400 | Diff = 0.3221%
[2026-03-05T14:44:13.821429+00:00] [XRP] WARNING: Kraken Spot = $1.4239 | Coinbase Spot = $1.4201 | Diff = 0.2711%
[2026-03-05T14:44:14.391613+00:00] [ETH] WARNING: Kraken Spot = $2105.2200 | Coinbase Spot = $2098.4400 | Diff = 0.3221%
[2026-03-05T14:44:16.479954+00:00] [ETH] WARNING: Kraken Spot = $2105.2200 | Coinbase Spot = $2101.5450 | Diff = 0.1746%
[2026-03-05T14:44:16.563305+00:00] [XRP] WARNING: Kraken Spot = $1.4242 | Coinbase Spot = $1.4201 | Diff = 0.2935%
[2026-03-05T14:44:17.257188+00:00] [BTC] WARNING: Kraken Spot = $72142.9000 | Coinbase Spot = $72009.3150 | Diff = 0.1852%
[2026-03-05T14:44:17.412933+00:00] [ETH] WARNING: Kraken Spot = $2105.2200 | Coinbase Spot = $2101.5450 | Diff = 0.1746%
[2026-03-05T14:44:17.538888+00:00] [XRP] WARNING: Kraken Spot = $1.4242 | Coinbase Spot = $1.4201 | Diff = 0.2935%
[2026-03-05T14:44:17.966885+00:00] [BTC] WARNING: Kraken Spot = $72142.9000 | Coinbase Spot = $72009.3150 | Diff = 0.1852%
[2026-03-05T14:44:18.159884+00:00] [ETH] WARNING: Kraken Spot = $2105.2200 | Coinbase Spot = $2101.5450 | Diff = 0.1746%
[2026-03-05T14:44:24.454266+00:00] [SOL] WARNING: Kraken Spot = $90.1500 | Coinbase Spot = $89.8900 | Diff = 0.2884%
[2026-03-05T14:44:26.138915+00:00] [ETH] WARNING: Kraken Spot = $2103.7000 | Coinbase Spot = $2098.4400 | Diff = 0.2500%
[2026-03-05T14:44:41.231539+00:00] [BTC] WARNING: Kraken Spot = $72000.1000 | Coinbase Spot = $72141.9950 | Diff = 0.1971%
[2026-03-05T14:44:42.224306+00:00] [BTC] WARNING: Kraken Spot = $72000.1000 | Coinbase Spot = $72141.9950 | Diff = 0.1971%
[2026-03-05T14:44:43.101191+00:00] [BTC] WARNING: Kraken Spot = $72000.0000 | Coinbase Spot = $72141.9950 | Diff = 0.1972%
[2026-03-05T14:44:45.345387+00:00] [BTC] WARNING: Kraken Spot = $72029.3000 | Coinbase Spot = $72141.9950 | Diff = 0.1565%
[2026-03-05T14:44:46.125063+00:00] [BTC] WARNING: Kraken Spot = $72029.3000 | Coinbase Spot = $72141.9950 | Diff = 0.1565%
[2026-03-05T14:44:58.339069+00:00] [SOL] WARNING: Kraken Spot = $89.9300 | Coinbase Spot = $90.0800 | Diff = 0.1668%
[2026-03-05T14:58:21.516068+00:00] [BTC] WARNING: Kraken Spot = $72675.6000 | Coinbase Spot = $72540.3350 | Diff = 0.1861%
[2026-03-05T14:58:21.611293+00:00] [XRP] WARNING: Kraken Spot = $1.4387 | Coinbase Spot = $1.4342 | Diff = 0.3142%
[2026-03-05T14:58:21.615782+00:00] [SOL] WARNING: Kraken Spot = $90.9900 | Coinbase Spot = $90.8400 | Diff = 0.1649%
[2026-03-05T14:58:22.056930+00:00] [ETH] WARNING: Kraken Spot = $2120.3100 | Coinbase Spot = $2114.8950 | Diff = 0.2554%
[2026-03-05T14:58:23.775125+00:00] [ETH] WARNING: Kraken Spot = $2120.3100 | Coinbase Spot = $2113.9900 | Diff = 0.2981%
[2026-03-05T14:58:23.964229+00:00] [BTC] WARNING: Kraken Spot = $72693.1000 | Coinbase Spot = $72522.0250 | Diff = 0.2353%
[2026-03-05T14:58:23.983635+00:00] [XRP] WARNING: Kraken Spot = $1.4387 | Coinbase Spot = $1.4333 | Diff = 0.3698%
[2026-03-05T14:58:24.185845+00:00] [SOL] WARNING: Kraken Spot = $91.0900 | Coinbase Spot = $90.8700 | Diff = 0.2415%
[2026-03-05T14:58:26.002981+00:00] [SOL] WARNING: Kraken Spot = $91.0900 | Coinbase Spot = $90.8400 | Diff = 0.2745%
[2026-03-05T14:58:26.102320+00:00] [ETH] WARNING: Kraken Spot = $2122.3700 | Coinbase Spot = $2114.8950 | Diff = 0.3522%
[2026-03-05T14:58:26.215635+00:00] [BTC] WARNING: Kraken Spot = $72701.8000 | Coinbase Spot = $72540.3350 | Diff = 0.2221%
[2026-03-05T14:58:26.250545+00:00] [XRP] WARNING: Kraken Spot = $1.4387 | Coinbase Spot = $1.4344 | Diff = 0.3003%
[2026-03-05T14:58:28.110664+00:00] [BTC] WARNING: Kraken Spot = $72709.4000 | Coinbase Spot = $72588.7700 | Diff = 0.1659%
[2026-03-05T14:58:28.131309+00:00] [SOL] WARNING: Kraken Spot = $91.1200 | Coinbase Spot = $90.8700 | Diff = 0.2744%
[2026-03-05T14:58:28.430715+00:00] [XRP] WARNING: Kraken Spot = $1.4397 | Coinbase Spot = $1.4344 | Diff = 0.3716%
[2026-03-05T14:58:28.444608+00:00] [ETH] WARNING: Kraken Spot = $2121.8200 | Coinbase Spot = $2116.3550 | Diff = 0.2576%
[2026-03-05T14:58:30.323745+00:00] [ETH] WARNING: Kraken Spot = $2121.8200 | Coinbase Spot = $2113.9900 | Diff = 0.3690%
[2026-03-05T14:58:30.339923+00:00] [BTC] WARNING: Kraken Spot = $72709.4000 | Coinbase Spot = $72588.7700 | Diff = 0.1659%
[2026-03-05T14:58:30.391816+00:00] [XRP] WARNING: Kraken Spot = $1.4388 | Coinbase Spot = $1.4344 | Diff = 0.3072%
[2026-03-05T14:58:30.406270+00:00] [SOL] WARNING: Kraken Spot = $91.1900 | Coinbase Spot = $90.8400 | Diff = 0.3838%
[2026-03-05T14:58:32.098209+00:00] [BTC] WARNING: Kraken Spot = $72709.4000 | Coinbase Spot = $72588.7700 | Diff = 0.1659%
[2026-03-05T14:58:32.168445+00:00] [SOL] WARNING: Kraken Spot = $91.1900 | Coinbase Spot = $90.8400 | Diff = 0.3838%
[2026-03-05T14:58:32.353198+00:00] [ETH] WARNING: Kraken Spot = $2121.8700 | Coinbase Spot = $2116.3550 | Diff = 0.2599%
[2026-03-05T14:58:32.420056+00:00] [XRP] WARNING: Kraken Spot = $1.4397 | Coinbase Spot = $1.4344 | Diff = 0.3723%
[2026-03-05T14:58:34.038097+00:00] [ETH] WARNING: Kraken Spot = $2121.8700 | Coinbase Spot = $2116.3550 | Diff = 0.2599%
[2026-03-05T14:58:34.199270+00:00] [XRP] WARNING: Kraken Spot = $1.4398 | Coinbase Spot = $1.4344 | Diff = 0.3751%
[2026-03-05T14:58:36.146866+00:00] [ETH] WARNING: Kraken Spot = $2122.3800 | Coinbase Spot = $2116.3550 | Diff = 0.2839%
[2026-03-05T14:58:36.165657+00:00] [BTC] WARNING: Kraken Spot = $72766.7000 | Coinbase Spot = $72588.7700 | Diff = 0.2445%
[2026-03-05T14:58:38.131416+00:00] [SOL] WARNING: Kraken Spot = $91.3400 | Coinbase Spot = $91.1500 | Diff = 0.2080%
[2026-03-05T14:58:38.167824+00:00] [BTC] WARNING: Kraken Spot = $72766.7000 | Coinbase Spot = $72588.7700 | Diff = 0.2445%
[2026-03-05T14:58:38.393814+00:00] [XRP] WARNING: Kraken Spot = $1.4402 | Coinbase Spot = $1.4344 | Diff = 0.4048%
[2026-03-05T14:58:39.970880+00:00] [BTC] WARNING: Kraken Spot = $72752.8000 | Coinbase Spot = $72588.7700 | Diff = 0.2255%
[2026-03-05T14:58:40.016187+00:00] [SOL] WARNING: Kraken Spot = $91.3400 | Coinbase Spot = $91.1500 | Diff = 0.2080%
[2026-03-05T14:58:42.892059+00:00] [SOL] WARNING: Kraken Spot = $91.3600 | Coinbase Spot = $90.8700 | Diff = 0.5363%
[2026-03-05T14:58:44.756774+00:00] [SOL] WARNING: Kraken Spot = $91.3600 | Coinbase Spot = $90.8700 | Diff = 0.5363%
[2026-03-05T14:58:52.951010+00:00] [BTC] WARNING: Kraken Spot = $72659.7000 | Coinbase Spot = $72770.2800 | Diff = 0.1522%
[2026-03-05T14:59:07.418936+00:00] [XRP] WARNING: Kraken Spot = $1.4362 | Coinbase Spot = $1.4388 | Diff = 0.1817%
[2026-03-05T14:59:07.981357+00:00] [XRP] WARNING: Kraken Spot = $1.4362 | Coinbase Spot = $1.4388 | Diff = 0.1817%
[2026-03-05T14:59:10.235438+00:00] [SOL] WARNING: Kraken Spot = $91.0900 | Coinbase Spot = $91.2400 | Diff = 0.1647%
[2026-03-05T14:59:10.459659+00:00] [XRP] WARNING: Kraken Spot = $1.4362 | Coinbase Spot = $1.4388 | Diff = 0.1817%
[2026-03-05T14:59:10.897319+00:00] [SOL] WARNING: Kraken Spot = $91.0900 | Coinbase Spot = $91.2400 | Diff = 0.1647%
[2026-03-05T14:59:11.486181+00:00] [XRP] WARNING: Kraken Spot = $1.4362 | Coinbase Spot = $1.4388 | Diff = 0.1817%
[2026-03-05T14:59:11.507435+00:00] [SOL] WARNING: Kraken Spot = $91.0900 | Coinbase Spot = $91.2500 | Diff = 0.1757%
[2026-03-05T14:59:12.030482+00:00] [XRP] WARNING: Kraken Spot = $1.4362 | Coinbase Spot = $1.4388 | Diff = 0.1817%
[2026-03-05T14:59:13.843961+00:00] [SOL] WARNING: Kraken Spot = $91.0500 | Coinbase Spot = $91.2400 | Diff = 0.2087%
[2026-03-05T14:59:13.926272+00:00] [XRP] WARNING: Kraken Spot = $1.4360 | Coinbase Spot = $1.4388 | Diff = 0.1957%
[2026-03-05T14:59:14.561652+00:00] [XRP] WARNING: Kraken Spot = $1.4360 | Coinbase Spot = $1.4388 | Diff = 0.1957%
[2026-03-05T14:59:14.621137+00:00] [SOL] WARNING: Kraken Spot = $91.0500 | Coinbase Spot = $91.2400 | Diff = 0.2087%
[2026-03-05T14:59:15.287756+00:00] [XRP] WARNING: Kraken Spot = $1.4365 | Coinbase Spot = $1.4388 | Diff = 0.1608%
[2026-03-05T14:59:15.484184+00:00] [SOL] WARNING: Kraken Spot = $91.0500 | Coinbase Spot = $91.2500 | Diff = 0.2197%
[2026-03-05T14:59:21.273058+00:00] [SOL] WARNING: Kraken Spot = $91.0500 | Coinbase Spot = $91.2500 | Diff = 0.2197%
[2026-03-05T14:59:21.910072+00:00] [SOL] WARNING: Kraken Spot = $91.0500 | Coinbase Spot = $91.2500 | Diff = 0.2197%
[2026-03-05T14:59:22.429332+00:00] [SOL] WARNING: Kraken Spot = $91.0500 | Coinbase Spot = $91.2500 | Diff = 0.2197%
[2026-03-05T15:13:22.487240+00:00] [ETH] WARNING: Kraken Spot = $2089.0600 | Coinbase Spot = $2085.1400 | Diff = 0.1876%
[2026-03-05T15:13:24.251450+00:00] [XRP] WARNING: Kraken Spot = $1.4209 | Coinbase Spot = $1.4184 | Diff = 0.1766%
[2026-03-05T15:13:24.435655+00:00] [ETH] WARNING: Kraken Spot = $2089.0600 | Coinbase Spot = $2085.1400 | Diff = 0.1876%
[2026-03-05T15:13:26.422821+00:00] [BTC] WARNING: Kraken Spot = $71786.8000 | Coinbase Spot = $71669.9950 | Diff = 0.1627%
[2026-03-05T15:13:26.901869+00:00] [ETH] WARNING: Kraken Spot = $2090.7500 | Coinbase Spot = $2086.8950 | Diff = 0.1844%
[2026-03-05T15:13:28.833367+00:00] [SOL] WARNING: Kraken Spot = $89.6500 | Coinbase Spot = $89.4800 | Diff = 0.1896%
[2026-03-05T15:13:28.850379+00:00] [XRP] WARNING: Kraken Spot = $1.4209 | Coinbase Spot = $1.4184 | Diff = 0.1766%
[2026-03-05T15:13:28.854366+00:00] [ETH] WARNING: Kraken Spot = $2090.7500 | Coinbase Spot = $2085.1400 | Diff = 0.2683%
[2026-03-05T15:13:30.733126+00:00] [ETH] WARNING: Kraken Spot = $2090.6700 | Coinbase Spot = $2085.1400 | Diff = 0.2645%
[2026-03-05T15:13:31.267896+00:00] [SOL] WARNING: Kraken Spot = $89.6800 | Coinbase Spot = $89.4800 | Diff = 0.2230%
[2026-03-05T15:13:33.103354+00:00] [ETH] WARNING: Kraken Spot = $2090.6700 | Coinbase Spot = $2085.1400 | Diff = 0.2645%
[2026-03-05T15:13:33.166401+00:00] [BTC] WARNING: Kraken Spot = $71800.2000 | Coinbase Spot = $71669.9950 | Diff = 0.1813%
[2026-03-05T15:13:35.194061+00:00] [XRP] WARNING: Kraken Spot = $1.4209 | Coinbase Spot = $1.4184 | Diff = 0.1766%
